nProcesso,agrupamento,anoLetivo,ano,escalao,dataNascimento,genero,nacionalidade,linguaMaterna,anoEscMae,distrito,class1P_ingles,class1P_ling_estrang,class1P_portugues,class1P_matematica,class1P_ed_fis,class1P_art_tecn,class1P_cienc_fis_nat,class1P_cienc_soc_huma,class1P_avg,class2P_ingles,class2P_ling_estrang,class2P_portugues,class2P_matematica,class2P_ed_fis,class2P_art_tecn,class2P_cienc_fis_nat,class2P_cienc_soc_huma,class2P_avg,class3P_ingles,class3P_ling_estrang,class3P_portugues,class3P_matematica,class3P_ed_fis,class3P_art_tecn,class3P_cienc_fis_nat,class3P_cienc_soc_huma,class3P_avg,negative_class_ratio_1P,negative_class_ratio_2P,negative_class_ratio_3P,negative_class_ratio_nuclear_1P,negative_class_ratio_not_nuclear_1P,negative_class_ratio_nuclear_2P,negative_class_ratio_not_nuclear_2P,negative_class_ratio_nuclear_3P,negative_class_ratio_not_nuclear_3P,nFaltas_J_total_ingles,nFaltas_J_total_ling_estrang,nFaltas_J_total_matematica,nFaltas_J_total_portugues,nFaltas_J_total_ed_fis,nFaltas_J_total_art_tecn,nFaltas_J_total_cienc_fis_nat,nFaltas_J_total_cienc_soc_huma,nFaltas_J_total,nFaltas_I_total_ingles,nFaltas_I_total_ling_estrang,nFaltas_I_total_matematica,nFaltas_I_total_portugues,nFaltas_I_total_ed_fis,nFaltas_I_total_art_tecn,nFaltas_I_total_cienc_fis_nat,nFaltas_I_total_cienc_soc_huma,nFaltas_I_total,nFaltas_total,per_miss_J_total_ingles,per_miss_J_total_ling_estrang,per_miss_J_total_matematica,per_miss_J_total_portugues,per_miss_J_total_ed_fis,per_miss_J_total_art_tecn,per_miss_J_total_cienc_fis_nat,per_miss_J_total_cienc_soc_huma,per_miss_J_total,per_miss_I_total_ingles,per_miss_I_total_ling_estrang,per_miss_I_total_matematica,per_miss_I_total_portugues,per_miss_I_total_ed_fis,per_miss_I_total_art_tecn,per_miss_I_total_cienc_fis_nat,per_miss_I_total_cienc_soc_huma,per_miss_I_total,per_miss_total,distrito_agrup,teip_agrup,baixa_densidade_agrup
129,A49,2017/2018,7,1,11988,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,4.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.4,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.5,3.15,2.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,3.4,0.0,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.007978723404255319,0.0,0.0,0.012786415711947626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012786415711947626,Porto,0,0
130,A49,2017/2018,7,3,112030,Feminino,Portugal,Venezuela,Formação Desconhecida,Porto,3.0,5.0,,4.0,3.0,5.0,5.0,2.5,2.5,1.0,4.0,,2.0,5.0,4.0,5.0,2.5,3.5,2.0,5.0,,2.0,5.0,3.0,4.0,2.5,3.5,0.1111111111111111,0.1111111111111111,0.1,,0.125,,0.125,,0.1111111111111111,1.0,5.0,15.0,14.0,3.0,2.0,5.0,4.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,0.007978723404255319,0.06048387096774194,0.07211538461538461,0.0673076923076923,0.023936170212765957,0.015957446808510637,0.020053475935828877,0.019230769230769232,0.2870635334829489,0.0,0.0,0.0,0.0,0.0,0.0,0.004010695187165776,0.0,0.004010695187165776,0.2910742286701147,Porto,0,0
131,A49,2017/2018,7,1,92020,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,1.0,3.0,2.0,2.0,3.0,3.0,,,1.75,2.0,4.0,3.0,3.0,4.0,3.0,,,2.75,2.0,5.0,3.0,2.0,3.0,2.5,4.0,2.5,3.2,0.3333333333333333,0.16666666666666666,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.012096774193548387,0.004807692307692308,0.0,0.007978723404255319,0.0,0.004010695187165776,0.004807692307692308,0.033701577400354094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033701577400354094,Porto,0,0
132,A49,2017/2018,7,1,112019,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,3.0,5,2.0,2.0,5.0,3.0,5,3.5,5.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,3.5,4.95,5.0,4.0,5.0,4.0,4.0,5,4.0,4.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.012096774193548387,0.019230769230769232,0.02403846153846154,0.0,0.0,0.004010695187165776,0.004807692307692308,0.06418439245763724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06418439245763724,Porto,0,0
133,A49,2017/2018,7,1,122012,Masculino,Portugal,Portugal,Formação Desconhecida,Porto,4.0,3.0,2.0,3.0,3.0,4.0,3.5,5.0,2.65,4.0,5,4.0,3.0,3.0,5.0,4.0,4.0,2.9,4.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,3.8,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.012096774193548387,0.004807692307692308,0.0,0.0,0.015957446808510637,0.004010695187165776,0.0,0.036872608496917106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036872608496917106,Porto,0,0
134,A49,2017/2018,7,3,112020,Masculino,Portugal,Portugal,Básico (1º ciclo),Porto,5.0,4.0,2.0,1.0,4.0,4.0,2.5,2.5,4.2,3.0,3.0,3.0,2.0,5.0,3.0,4.0,4.5,2.35,3.0,3.0,3.0,2.0,3.0,3.0,4.5,2.5,3.5,0.3,0.1,0.09090909090909091,1.0,0.125,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.007978723404255319,0.0,0.0,0.012786415711947626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012786415711947626,Porto,0,0
135,A49,2017/2018,7,3,102018,Masculino,Portugal,Portugal,Licenciatura,Porto,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.5,4.55,4.0,4.0,2.0,3.0,4.0,3.5,3.0,4.0,2.45,5,5.0,2.0,4.0,3.0,4.5,3.5,3.5,3.85,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.012096774193548387,0.014423076923076924,0.0,0.0,0.0,0.004010695187165776,0.009615384615384616,0.040145930919175704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040145930919175704,Porto,0,0
136,A49,2017/2018,7,3,61983,Feminino,Portugal,Portugal,Secundário,Porto,2.0,3.0,4.0,4.0,3.0,5.0,3.5,3.0,4.65,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.9,4.0,3.0,4.0,3.0,4.0,4.5,3.0,5.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,4.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,0.012096774193548387,0.04326923076923077,0.009615384615384616,0.007978723404255319,0.0,0.016042780748663103,0.004807692307692308,0.0938105860387745,0.0,0.0,0.0,0.0,0.007978723404255319,0.0,0.0,0.0,0.007978723404255319,0.10178930944302982,Porto,0,0
137,A49,2017/2018,7,3,92034,Masculino,Portugal,Portugal,Licenciatura,Porto,5,5.0,5.0,5.0,5,4.0,4.0,4.0,4.3,5.0,5,4.0,5.0,4.0,4.0,4.0,5,5,5.0,5,5.0,3.0,5.0,5,3.5,5,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,4.0,0.0,5.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.024193548387096774,0.028846153846153848,0.009615384615384616,0.031914893617021274,0.0,0.020053475935828877,0.009615384615384616,0.12423884101687001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12423884101687001,Porto,0,0
138,A49,2017/2018,7,1,72014,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,3.0,4.0,3.0,3.0,3.0,4.0,2.5,4.0,3.75,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,2.5,3.0,4.0,3.15,0.3,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0,4.0,0.0,6.0,6.0,4.0,6.0,6.0,4.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.031914893617021274,0.0,0.028846153846153848,0.028846153846153848,0.031914893617021274,0.047872340425531915,0.02406417112299465,0.019230769230769232,0.21268937570564606,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.22478614989919443,Porto,0,0
139,A49,2017/2018,7,1,32006,Masculino,Portugal,Portugal,Secundário,Porto,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.6,3.0,4.0,1.0,2.0,2.0,4.0,3.5,1.5,2.5,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.5,2.75,0.3,0.5,0.2727272727272727,1.0,0.125,1.0,0.375,1.0,0.1111111111111111,3.0,2.0,5.0,0.0,3.0,6.0,5.0,4.0,28.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,9.0,37.0,0.023936170212765957,0.024193548387096774,0.02403846153846154,0.0,0.023936170212765957,0.047872340425531915,0.020053475935828877,0.019230769230769232,0.18326093594322024,0.0,0.012096774193548387,0.004807692307692308,0.0,0.015957446808510637,0.015957446808510637,0.008021390374331552,0.004807692307692308,0.06164844280028583,0.24490937874350607,Porto,0,0
140,A49,2017/2018,7,3,62017,Masculino,Portugal,Portugal,Secundário,Porto,3.0,5.0,3.0,5.0,5,3.0,5,3.0,4.35,4.0,4.0,3.0,4.0,5.0,3.0,5,3.0,5,4.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.004807692307692308,0.02403846153846154,0.0,0.031914893617021274,0.02406417112299465,0.02403846153846154,0.10886368012463132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10886368012463132,Porto,0,0
141,A49,2017/2018,7,3,41981,Masculino,Portugal,Portugal,Licenciatura,Porto,3.0,4.0,5.0,2.0,4.0,5.0,3.0,5,4.95,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5,3.0,4.0,4.0,5.0,4.0,5.0,3.5,5.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,2.0,4.0,5.0,8.0,2.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,0.023936170212765957,0.024193548387096774,0.04807692307692308,0.009615384615384616,0.031914893617021274,0.0398936170212766,0.03208556149732621,0.009615384615384616,0.21933148304317912,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.004807692307692308,0.22413917535087144,Porto,0,0
142,A49,2017/2018,7,3,12006,Masculino,Portugal,Portugal,Licenciatura,Porto,4.0,5.0,2.0,5.0,4.0,5.0,5.0,3.5,4.85,5.0,4.0,3.0,5,4.0,3.0,3.0,4.5,4.05,5.0,5.0,3.0,4.0,5.0,5.0,5,3.5,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.012096774193548387,0.004807692307692308,0.0,0.023936170212765957,0.015957446808510637,0.0,0.014423076923076924,0.0712211604455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712211604455942,Porto,0,0
143,A49,2017/2018,7,3,121999,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,2.0,5.0,3.0,3.0,4.0,2.0,4.0,3.5,4.55,4.0,3.0,2.0,5.0,4.0,5.0,3.5,2.5,3.8,4.0,4.0,3.0,3.0,5,5.0,5.0,4.5,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0,0.0,0.008021390374331552,0.004807692307692308,0.022444467297408476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022444467297408476,Porto,0,0
144,A49,2017/2018,7,1,101998,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,2.0,4.0,3.0,3.0,4.0,3.0,,,3.625,3.0,3.0,4.0,3.0,4.0,3.0,,,1.75,2.0,3.0,3.0,3.0,3.0,4.0,2.5,2.0,3.05,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.0,0.25,0.0,0.25,0.0,0.1111111111111111,3.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.023936170212765957,0.0,0.019230769230769232,0.019230769230769232,0.0,0.0,0.008021390374331552,0.009615384615384616,0.08003448366402059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0848421759717129,Porto,0,0
145,A49,2017/2018,7,3,62022,Masculino,Portugal,Portugal,Licenciatura,Porto,1.0,5.0,3.0,4.0,2.0,5.0,4.5,4.0,3.45,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.6,3.0,5.0,4.0,5.0,4.0,5,5.0,5.0,4.0,0.1,0.1,0.0,0.0,0.125,0.0,0.125,0.0,0.0,1.0,2.0,5.0,4.0,0.0,0.0,2.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.007978723404255319,0.024193548387096774,0.02403846153846154,0.019230769230769232,0.0,0.0,0.008021390374331552,0.014423076923076924,0.09788596985799133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09788596985799133,Porto,0,0
146,A49,2017/2018,7,3,51990,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,2.0,3.0,4.0,4.0,4.0,4.0,,,2.875,3.0,3.0,4.0,3.0,4.0,4.0,,,3.0,3.0,4.0,4.0,4.0,4.0,5,4.5,3.5,3.55,0.16666666666666666,0.16666666666666666,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.015957446808510637,0.007978723404255319,0.0,0.0,0.03355155482815057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03355155482815057,Porto,0,0
147,A49,2017/2018,7,2,112025,Masculino,Portugal,Portugal,Secundário,Porto,1.0,3.0,2.0,3.0,5.0,5.0,3.5,2.0,1.85,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.7000000000000002,1.0,3.0,2.0,3.0,3.0,5,3.0,2.0,2.85,0.3,0.3,0.2727272727272727,1.0,0.125,1.0,0.125,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.015957446808510637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,Porto,0,0
148,A49,2017/2018,7,3,41996,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,4.0,4.0,2.0,2.0,5.0,5.0,2.0,2.5,2.55,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.2,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.5,3.35,0.1,0.2,0.09090909090909091,0.5,0.0,0.5,0.125,0.5,0.0,2.0,2.0,9.0,0.0,2.0,1.0,11.0,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.015957446808510637,0.024193548387096774,0.04326923076923077,0.0,0.015957446808510637,0.007978723404255319,0.04411764705882353,0.03365384615384615,0.1851278893902738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1851278893902738,Porto,0,0
149,A49,2017/2018,7,2,82023,Feminino,Portugal,Portugal,Secundário,Porto,5.0,5.0,2.0,2.0,3.0,4.0,3.5,3.5,4.5,3.0,3.0,4.0,2.0,5.0,2.0,5.0,2.5,4.55,4.0,5.0,2.0,4.0,3.0,4.5,5.0,4.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,12.0,0.0,5.0,19.0,8.0,56.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,6.0,62.0,0.031914893617021274,0.012096774193548387,0.03365384615384615,0.057692307692307696,0.0,0.0398936170212766,0.07620320855614973,0.038461538461538464,0.2899161856956883,0.0,0.0,0.014423076923076924,0.004807692307692308,0.0,0.0,0.008021390374331552,0.0,0.027252159605100783,0.3171683453007891,Porto,0,0
150,A49,2017/2018,7,1,12005,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,3.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,3.3,0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.1,2.0,3.0,0,2.0,2.0,2.0,2.0,1.0,2.1,0.7,0.7,0.6363636363636364,1.0,0.625,1.0,0.625,1.0,0.5555555555555556,0.0,7.0,16.0,13.0,2.0,3.0,6.0,4.0,51.0,1.0,6.0,7.0,8.0,0.0,0.0,6.0,3.0,31.0,82.0,0.0,0.0846774193548387,0.07692307692307693,0.0625,0.015957446808510637,0.023936170212765957,0.02406417112299465,0.019230769230769232,0.3072890536529561,0.007978723404255319,0.07258064516129033,0.03365384615384615,0.038461538461538464,0.0,0.0,0.02406417112299465,0.014423076923076924,0.19116200122700183,0.49845105487995794,Porto,0,0
151,A49,2017/2018,7,1,91981,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.9,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.7999999999999998,2.0,5.0,4.0,4.0,4.0,5.0,3.5,3.0,3.25,0.2,0.2,0.0,0.0,0.25,0.0,0.25,0.0,0.0,3.0,6.0,5.0,6.0,2.0,2.0,5.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.023936170212765957,0.07258064516129033,0.02403846153846154,0.028846153846153848,0.015957446808510637,0.015957446808510637,0.020053475935828877,0.028846153846153848,0.23021595415767568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23021595415767568,Porto,0,0
152,A49,2017/2018,7,1,82026,Masculino,Portugal,Portugal,Básico (1º ciclo),Porto,4.0,4.0,3.0,1.0,4.0,4.0,1.5,2.5,3.9,2.0,4.0,3.0,1.0,2.0,5.0,4.0,4.0,1.9,3.0,4.0,2.0,1.0,3.0,5,2.0,4.0,3.05,0.2,0.2,0.09090909090909091,0.5,0.125,1.0,0.0,0.5,0.0,6.0,4.0,16.0,3.0,13.0,17.0,16.0,7.0,82.0,2.0,0.0,4.0,2.0,5.0,2.0,2.0,2.0,19.0,101.0,0.047872340425531915,0.04838709677419355,0.07692307692307693,0.014423076923076924,0.10372340425531915,0.1356382978723404,0.06417112299465241,0.03365384615384615,0.5247922623220374,0.015957446808510637,0.0,0.019230769230769232,0.009615384615384616,0.0398936170212766,0.015957446808510637,0.008021390374331552,0.009615384615384616,0.1182914394741679,0.6430837017962052,Porto,0,0
153,A49,2017/2018,7,3,42014,Feminino,Portugal,Portugal,Secundário,Porto,2.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.4,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,2.5,2.0,4.0,2.0,4.0,4.0,4.5,4.0,4.0,3.65,0.1,0.1,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0,0.0,0.008021390374331552,0.0,0.017636774989716168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017636774989716168,Porto,0,0
154,A49,2017/2018,7,3,22024,Masculino,Portugal,Portugal,Licenciatura,Porto,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.2,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.5,3.3499999999999996,4.0,5.0,5.0,5.0,5.0,3.5,3.5,5,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,Porto,0,0
155,A49,2017/2018,7,3,102017,Feminino,Portugal,Portugal,Licenciatura,Porto,5.0,4.0,5.0,5,3.0,5.0,5,5,4.8,5,4.0,5,5,5,4.0,4.0,5,4.0,4.0,5.0,5,4.0,5.0,4.0,5,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,4.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.007978723404255319,0.012096774193548387,0.028846153846153848,0.019230769230769232,0.031914893617021274,0.0,0.008021390374331552,0.0,0.10808870466607962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10808870466607962,Porto,0,0
156,A49,2017/2018,7,3,22024,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.5,2.95,4.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.5,3.05,0.2,0.3,0.18181818181818182,0.5,0.125,0.5,0.25,0.5,0.1111111111111111,3.0,2.0,5.0,5.0,1.0,0.0,8.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.023936170212765957,0.024193548387096774,0.02403846153846154,0.02403846153846154,0.007978723404255319,0.0,0.03208556149732621,0.028846153846153848,0.16511708042452117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16511708042452117,Porto,0,0
157,A49,2017/2018,7,2,62016,Masculino,Portugal,Portugal,Secundário,Porto,4.0,3.0,4.0,2.0,3.0,4.0,4.5,2.0,4.25,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.4,2.0,4.0,4.0,3.0,5.0,4.5,4.5,3.5,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.012096774193548387,0.009615384615384616,0.02403846153846154,0.0,0.0,0.0,0.0,0.04575062034739455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04575062034739455,Porto,0,0
158,A49,2017/2018,7,2,91976,Masculino,Portugal,Portugal,Secundário,Porto,4.0,3.0,2.0,4.0,4.0,5.0,5,4.5,2.5,3.0,5.0,4.0,5.0,2.0,3.0,4.0,3.0,4.5,3.0,3.0,2.0,4.0,3.0,5,4.0,5.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0,0.0,0.004010695187165776,0.004807692307692308,0.018433772110242698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018433772110242698,Porto,0,0
159,A49,2017/2018,7,3,72005,Feminino,Portugal,Portugal,Licenciatura,Porto,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.5,3.0,3.25,2.0,4.0,2.0,2.0,2.0,4.0,4.5,3.0,3.35,0.2,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.024193548387096774,0.004807692307692308,0.014423076923076924,0.0,0.0,0.004010695187165776,0.009615384615384616,0.0570503974204164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570503974204164,Porto,0,0
160,A49,2017/2018,7,3,81992,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,4.0,4.0,3.0,4.0,4.0,3.6666666666666665,5.0,5.0,3.5666666666666664,5.0,3.0,4.0,5.0,3.0,3.6666666666666665,3.0,4.0,3.6666666666666665,5.0,4.0,3.0,3.0,4.0,4.666666666666666,4.0,5.0,3.8666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.024193548387096774,0.019230769230769232,0.0,0.0,0.0,0.004010695187165776,0.014423076923076924,0.0618580897281087,0.0,0.0,0.009615384615384616,0.004807692307692308,0.0,0.0,0.0,0.0,0.014423076923076924,0.07628116665118563,Porto,0,0
161,A49,2017/2018,7,3,121986,Feminino,Portugal,Portugal,Secundário,Porto,3.0,3.0,4.0,2.0,2.0,4.0,,,3.75,2.0,4.0,3.0,4.0,4.0,4.0,,,2.0,1.0,3.0,4.0,2.0,3.0,3.5,2.5,4.5,3.15,0.5,0.16666666666666666,0.09090909090909091,0.5,0.5,0.0,0.25,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.007978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.012786415711947626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012786415711947626,Porto,0,0
